medal_id;medal_type;medal_code;medal_date;name;gender;discipline;event;event_type;url_event;code;country_code;country;country_long
403;Gold Medal;1.0;2024-08-03;Oliver ZEIDLER;M;Rowing;Men's Single Sculls;ATH;/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------;1906515;GER;Germany;Germany
404;Silver Medal;2.0;2024-08-03;Yauheni ZALATY;M;Rowing;Men's Single Sculls;ATH;/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------;1538160;AIN;AIN;AIN
405;Bronze Medal;3.0;2024-08-03;Simon van DORP;M;Rowing;Men's Single Sculls;ATH;/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------;1965599;NED;Netherlands;Netherlands
406;Gold Medal;1.0;2024-08-03;Romania;W;Rowing;Women's Eight;TEAM;/en/paris-2024/results/rowing/women-s-eight/fnl---------;ROWWCOXED8--ROU01;ROU;Romania;Romania
407;Silver Medal;2.0;2024-08-03;Canada;W;Rowing;Women's Eight;TEAM;/en/paris-2024/results/rowing/women-s-eight/fnl---------;ROWWCOXED8--CAN01;CAN;Canada;Canada
408;Bronze Medal;3.0;2024-08-03;Great Britain;W;Rowing;Women's Eight;TEAM;/en/paris-2024/results/rowing/women-s-eight/fnl---------;ROWWCOXED8--GBR01;GBR;Great Britain;Great Britain
409;Gold Medal;1.0;2024-08-03;Karolien FLORIJN;W;Rowing;Women's Single Sculls;ATH;/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;1965558;NED;Netherlands;Netherlands
410;Silver Medal;2.0;2024-08-03;Emma TWIGG;W;Rowing;Women's Single Sculls;ATH;/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;1927027;NZL;New Zealand;New Zealand
411;Bronze Medal;3.0;2024-08-03;Viktorija SENKUTE;W;Rowing;Women's Single Sculls;ATH;/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;1941956;LTU;Lithuania;Lithuania
412;Gold Medal;1.0;2024-08-03;Tom REUVENY;M;Sailing;Men's Windsurfing;ATH;/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--;1927680;ISR;Israel;Israel
413;Silver Medal;2.0;2024-08-03;Grae MORRIS;M;Sailing;Men's Windsurfing;ATH;/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--;1945982;AUS;Australia;Australia
414;Bronze Medal;3.0;2024-08-03;Luuc van OPZEELAND;M;Sailing;Men's Windsurfing;ATH;/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--;1970505;NED;Netherlands;Netherlands
415;Gold Medal;1.0;2024-08-03;Marta MAGGETTI;W;Sailing;Women's Windsurfing;ATH;/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;1899653;ITA;Italy;Italy
416;Silver Medal;2.0;2024-08-03;Sharon KANTOR;W;Sailing;Women's Windsurfing;ATH;/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;1927733;ISR;Israel;Israel
417;Bronze Medal;3.0;2024-08-03;Emma WILSON;W;Sailing;Women's Windsurfing;ATH;/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;1899748;GBR;Great Britain;Great Britain
418;Gold Medal;1.0;2024-08-03;YANG Jiin;W;Shooting;25m Pistol Women;ATH;/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;1893995;KOR;Korea;Republic of Korea
419;Silver Medal;2.0;2024-08-03;Camille JEDRZEJEWSKI;W;Shooting;25m Pistol Women;ATH;/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;1888429;FRA;France;France
420;Bronze Medal;3.0;2024-08-03;Veronika MAJOR;W;Shooting;25m Pistol Women;ATH;/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;1899493;HUN;Hungary;Hungary
421;Gold Medal;1.0;2024-08-03;Vincent HANCOCK;M;Shooting;Skeet Men;ATH;/en/paris-2024/results/shooting/skeet-men/fnl-000100--;1944354;USA;United States;United States of America
422;Silver Medal;2.0;2024-08-03;Conner Lynn PRINCE;M;Shooting;Skeet Men;ATH;/en/paris-2024/results/shooting/skeet-men/fnl-000100--;1944385;USA;United States;United States of America
423;Bronze Medal;3.0;2024-08-03;LEE Meng Yuan;M;Shooting;Skeet Men;ATH;/en/paris-2024/results/shooting/skeet-men/fnl-000100--;1569852;TPE;Chinese Taipei;Chinese Taipei
424;Gold Medal;1.0;2024-08-03;Kristof MILAK;M;Swimming;Men's 100m Butterfly;ATH;/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--;1905860;HUN;Hungary;Hungary
425;Silver Medal;2.0;2024-08-03;Josh LIENDO;M;Swimming;Men's 100m Butterfly;ATH;/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--;1967069;CAN;Canada;Canada
426;Bronze Medal;3.0;2024-08-03;Ilya KHARUN;M;Swimming;Men's 100m Butterfly;ATH;/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--;1967058;CAN;Canada;Canada
427;Gold Medal;1.0;2024-08-03;United States;X;Swimming;Mixed 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;SWMX4X100MMDUSA01;USA;United States;United States of America
428;Silver Medal;2.0;2024-08-03;China;X;Swimming;Mixed 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;SWMX4X100MMDCHN01;CHN;China;People's Republic of China
429;Bronze Medal;3.0;2024-08-03;Australia;X;Swimming;Mixed 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;SWMX4X100MMDAUS01;AUS;Australia;Australia
430;Gold Medal;1.0;2024-08-03;Summer McINTOSH;W;Swimming;Women's 200m Individual Medley;ATH;/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--;1967140;CAN;Canada;Canada
431;Silver Medal;2.0;2024-08-03;Kate DOUGLASS;W;Swimming;Women's 200m Individual Medley;ATH;/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--;1935895;USA;United States;United States of America
432;Bronze Medal;3.0;2024-08-03;Kaylee McKEOWN;W;Swimming;Women's 200m Individual Medley;ATH;/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--;1946198;AUS;Australia;Australia
433;Gold Medal;1.0;2024-08-03;Katie LEDECKY;W;Swimming;Women's 800m Freestyle;ATH;/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--;1935938;USA;United States;United States of America
434;Silver Medal;2.0;2024-08-03;Ariarne TITMUS;W;Swimming;Women's 800m Freestyle;ATH;/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--;1946150;AUS;Australia;Australia
435;Bronze Medal;3.0;2024-08-03;Paige MADDEN;W;Swimming;Women's 800m Freestyle;ATH;/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--;1935943;USA;United States;United States of America
436;Gold Medal;1.0;2024-08-03;CHEN Meng;W;Table Tennis;Women's Singles;HATH;/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--;1902307;CHN;China;People's Republic of China
437;Silver Medal;2.0;2024-08-03;SUN Yingsha;W;Table Tennis;Women's Singles;HATH;/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--;1902313;CHN;China;People's Republic of China
438;Bronze Medal;3.0;2024-08-03;Hina HAYATA;W;Table Tennis;Women's Singles;HATH;/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--;1931100;JPN;Japan;Japan
439;Gold Medal;1.0;2024-08-03;EBDEN/PEERS;M;Tennis;Men's Doubles;HCOUP;/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--;TENMDOUBLES-AUS02;AUS;Australia;Australia
440;Silver Medal;2.0;2024-08-03;KRAJICEK/RAM;M;Tennis;Men's Doubles;HCOUP;/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--;TENMDOUBLES-USA02;USA;United States;United States of America
441;Bronze Medal;3.0;2024-08-03;FRITZ/PAUL;M;Tennis;Men's Doubles;HCOUP;/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--;TENMDOUBLES-USA01;USA;United States;United States of America
442;Bronze Medal;3.0;2024-08-03;Lorenzo MUSETTI;M;Tennis;Men's Singles;HATH;/en/paris-2024/results/tennis/men-s-singles/fnl-000200--;1562400;ITA;Italy;Italy
443;Gold Medal;1.0;2024-08-03;ZHENG Qinwen;W;Tennis;Women's Singles;HATH;/en/paris-2024/results/tennis/women-s-singles/fnl-000100--;1927709;CHN;China;People's Republic of China
444;Silver Medal;2.0;2024-08-03;Donna VEKIC;W;Tennis;Women's Singles;HATH;/en/paris-2024/results/tennis/women-s-singles/fnl-000100--;1554972;CRO;Croatia;Croatia
445;Gold Medal;1.0;2024-08-04;KIM Woojin;M;Archery;Men's Individual;HATH;/en/paris-2024/results/archery/men-s-individual/fnl-000100--;1902135;KOR;Korea;Republic of Korea
446;Silver Medal;2.0;2024-08-04;Brady ELLISON;M;Archery;Men's Individual;HATH;/en/paris-2024/results/archery/men-s-individual/fnl-000100--;1955595;USA;United States;United States of America
447;Bronze Medal;3.0;2024-08-04;LEE Wooseok;M;Archery;Men's Individual;HATH;/en/paris-2024/results/archery/men-s-individual/fnl-000200--;1902144;KOR;Korea;Republic of Korea
448;Gold Medal;1.0;2024-08-04;LIU Yang;M;Artistic Gymnastics;Men's Rings;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--;1918856;CHN;China;People's Republic of China
449;Silver Medal;2.0;2024-08-04;ZOU Jingyuan;M;Artistic Gymnastics;Men's Rings;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--;1918865;CHN;China;People's Republic of China
450;Bronze Medal;3.0;2024-08-04;Eleftherios PETROUNIAS;M;Artistic Gymnastics;Men's Rings;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--;1961314;GRE;Greece;Greece
451;Gold Medal;1.0;2024-08-04;Carlos Edriel YULO;M;Artistic Gymnastics;Men's Vault;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--;1975874;PHI;Philippines;Philippines
452;Silver Medal;2.0;2024-08-04;Artur DAVTYAN;M;Artistic Gymnastics;Men's Vault;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--;1915828;ARM;Armenia;Armenia
453;Bronze Medal;3.0;2024-08-04;Harry HEPWORTH;M;Artistic Gymnastics;Men's Vault;ATH;/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--;1904740;GBR;Great Britain;Great Britain
454;Gold Medal;1.0;2024-08-04;Kaylia NEMOUR;W;Artistic Gymnastics;Women's Uneven Bars;ATH;/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;1545688;ALG;Algeria;Algeria
455;Silver Medal;2.0;2024-08-04;QIU Qiyuan;W;Artistic Gymnastics;Women's Uneven Bars;ATH;/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;1918872;CHN;China;People's Republic of China
456;Bronze Medal;3.0;2024-08-04;Sunisa LEE;W;Artistic Gymnastics;Women's Uneven Bars;ATH;/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;1959866;USA;United States;United States of America
457;Gold Medal;1.0;2024-08-04;Noah LYLES;M;Athletics;Men's 100m;ATH;/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;1960173;USA;United States;United States of America
458;Silver Medal;2.0;2024-08-04;Kishane THOMPSON;M;Athletics;Men's 100m;ATH;/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;1980161;JAM;Jamaica;Jamaica
459;Bronze Medal;3.0;2024-08-04;Fred KERLEY;M;Athletics;Men's 100m;ATH;/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;1960958;USA;United States;United States of America
460;Gold Medal;1.0;2024-08-04;Ethan KATZBERG;M;Athletics;Men's Hammer Throw;ATH;/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--;1974151;CAN;Canada;Canada
461;Silver Medal;2.0;2024-08-04;Bence HALASZ;M;Athletics;Men's Hammer Throw;ATH;/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--;1916814;HUN;Hungary;Hungary
462;Bronze Medal;3.0;2024-08-04;Mykhaylo KOKHAN;M;Athletics;Men's Hammer Throw;ATH;/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--;1571563;UKR;Ukraine;Ukraine
463;Gold Medal;1.0;2024-08-04;Yaroslava MAHUCHIKH;W;Athletics;Women's High Jump;ATH;/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;1571559;UKR;Ukraine;Ukraine
464;Silver Medal;2.0;2024-08-04;Nicola OLYSLAGERS;W;Athletics;Women's High Jump;ATH;/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;1939838;AUS;Australia;Australia
465;Bronze Medal;3.0;2024-08-04;Iryna GERASHCHENKO;W;Athletics;Women's High Jump;ATH;/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;1571577;UKR;Ukraine;Ukraine
466;Bronze Medal;3.0;2024-08-04;Eleanor PATTERSON;W;Athletics;Women's High Jump;ATH;/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;1939763;AUS;Australia;Australia
467;Gold Medal;1.0;2024-08-04;LEE/WANG;M;Badminton;Men's Doubles;HCOUP;/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--;BDMMDOUBLES-TPE01;TPE;Chinese Taipei;Chinese Taipei
468;Silver Medal;2.0;2024-08-04;LIANG/WANG;M;Badminton;Men's Doubles;HCOUP;/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--;BDMMDOUBLES-CHN02;CHN;China;People's Republic of China
469;Bronze Medal;3.0;2024-08-04;CHIA/SOH;M;Badminton;Men's Doubles;HCOUP;/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--;BDMMDOUBLES-MAS01;MAS;Malaysia;Malaysia
470;Bronze Medal;;2024-08-04;Gregoria Mariska TUNJUNG;W;Badminton;Women's Singles;HATH;/en/paris-2024/results/badminton/women-s-singles/sfnl000100--;1926315;INA;Indonesia;Indonesia
471;Bronze Medal;3.0;2024-08-04;Yunior ALCANTARA REYES;M;Boxing;Men's 51kg;HATH;/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--;1908817;DOM;Dominican Republic;Dominican Republic
472;Bronze Medal;3.0;2024-08-04;David de PINA;M;Boxing;Men's 51kg;HATH;/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--;1892464;CPV;Cabo Verde;Cabo Verde
473;Bronze Medal;3.0;2024-08-04;Wyatt SANFORD;M;Boxing;Men's 63.5kg;HATH;/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--;1972293;CAN;Canada;Canada
474;Bronze Medal;3.0;2024-08-04;Lasha GURULI;M;Boxing;Men's 63.5kg;HATH;/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--;1550184;GEO;Georgia;Georgia
475;Bronze Medal;3.0;2024-08-04;Cristian Javier PINALES;M;Boxing;Men's 80kg;HATH;/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--;1943368;DOM;Dominican Republic;Dominican Republic
476;Bronze Medal;3.0;2024-08-04;Arlen LOPEZ CARDONA;M;Boxing;Men's 80kg;HATH;/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--;1555548;CUB;Cuba;Cuba
477;Bronze Medal;3.0;2024-08-04;Enmanuel REYES PLA;M;Boxing;Men's 92kg;HATH;/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--;1934790;ESP;Spain;Spain
478;Bronze Medal;3.0;2024-08-04;Davlat BOLTAEV;M;Boxing;Men's 92kg;HATH;/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--;1909011;TJK;Tajikistan;Tajikistan
479;Bronze Medal;3.0;2024-08-04;PANG Cholmi;W;Boxing;Women's 54kg;HATH;/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--;1980125;PRK;DPR Korea;Democratic People's Republic of Korea
480;Bronze Medal;3.0;2024-08-04;IM Aeji;W;Boxing;Women's 54kg;HATH;/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--;1891890;KOR;Korea;Republic of Korea
481;Gold Medal;1.0;2024-08-04;Kristen FAULKNER;W;Cycling Road;Women's Road Race;ATH;/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--;1955081;USA;United States;United States of America
482;Silver Medal;2.0;2024-08-04;Marianne VOS;W;Cycling Road;Women's Road Race;ATH;/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--;1969165;NED;Netherlands;Netherlands
483;Bronze Medal;3.0;2024-08-04;Lotte KOPECKY;W;Cycling Road;Women's Road Race;ATH;/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--;1903120;BEL;Belgium;Belgium
484;Gold Medal;1.0;2024-08-04;Jessica von BREDOW-WERNDL;O;Equestrian;Dressage Individual;ATH;/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;1914905;GER;Germany;Germany
485;Silver Medal;2.0;2024-08-04;Isabell WERTH;O;Equestrian;Dressage Individual;ATH;/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;1914909;GER;Germany;Germany
486;Bronze Medal;3.0;2024-08-04;Charlotte FRY;O;Equestrian;Dressage Individual;ATH;/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;1970905;GBR;Great Britain;Great Britain
487;Gold Medal;1.0;2024-08-04;Japan;M;Fencing;Men's Foil Team;HTEAM;/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--;FENMTEAMFOILJPN01;JPN;Japan;Japan
488;Silver Medal;2.0;2024-08-04;Italy;M;Fencing;Men's Foil Team;HTEAM;/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--;FENMTEAMFOILITA01;ITA;Italy;Italy
489;Bronze Medal;3.0;2024-08-04;France;M;Fencing;Men's Foil Team;HTEAM;/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--;FENMTEAMFOILFRA01;FRA;France;France
490;Gold Medal;1.0;2024-08-04;Scottie SCHEFFLER;M;Golf;Men's Individual Stroke Play;ATH;/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------;1951724;USA;United States;United States of America
491;Silver Medal;2.0;2024-08-04;Tommy FLEETWOOD;M;Golf;Men's Individual Stroke Play;ATH;/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------;1923629;GBR;Great Britain;Great Britain
492;Bronze Medal;3.0;2024-08-04;MATSUYAMA Hideki;M;Golf;Men's Individual Stroke Play;ATH;/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------;1961406;JPN;Japan;Japan
493;Gold Medal;1.0;2024-08-04;Francisca CROVETTO CHADID;W;Shooting;Skeet Women;ATH;/en/paris-2024/results/shooting/skeet-women/fnl-000100--;1937878;CHI;Chile;Chile
494;Silver Medal;2.0;2024-08-04;Amber Jo RUTTER;W;Shooting;Skeet Women;ATH;/en/paris-2024/results/shooting/skeet-women/fnl-000100--;1977402;GBR;Great Britain;Great Britain
495;Bronze Medal;3.0;2024-08-04;Austen Jewell SMITH;W;Shooting;Skeet Women;ATH;/en/paris-2024/results/shooting/skeet-women/fnl-000100--;1944397;USA;United States;United States of America
496;Gold Medal;1.0;2024-08-04;Bobby FINKE;M;Swimming;Men's 1500m Freestyle;ATH;/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--;1935902;USA;United States;United States of America
497;Silver Medal;2.0;2024-08-04;Gregorio PALTRINIERI;M;Swimming;Men's 1500m Freestyle;ATH;/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--;1925630;ITA;Italy;Italy
498;Bronze Medal;3.0;2024-08-04;Daniel WIFFEN;M;Swimming;Men's 1500m Freestyle;ATH;/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--;1539969;IRL;Ireland;Ireland
499;Gold Medal;1.0;2024-08-04;China;M;Swimming;Men's 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--;SWMM4X100MMDCHN01;CHN;China;People's Republic of China
500;Silver Medal;2.0;2024-08-04;United States;M;Swimming;Men's 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--;SWMM4X100MMDUSA01;USA;United States;United States of America
501;Bronze Medal;3.0;2024-08-04;France;M;Swimming;Men's 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--;SWMM4X100MMDFRA01;FRA;France;France
502;Gold Medal;1.0;2024-08-04;United States;W;Swimming;Women's 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--;SWMW4X100MMDUSA01;USA;United States;United States of America
503;Silver Medal;2.0;2024-08-04;Australia;W;Swimming;Women's 4 x 100m Medley Relay;TEAM;/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--;SWMW4X100MMDAUS01;AUS;Australia;Australia
