medal_id;medal_type;medal_code;medal_date;name;gender;discipline;event;event_type;url_event;code;country_code;country;country_long
255;Bronze Medal;3.0;2024-08-01;Patricia SAMPAIO;W;Judo;Women -78 kg;HATH;/en/paris-2024/results/judo/women--78-kg/repf000200--;1943504;POR;Portugal;Portugal
256;Gold Medal;1.0;2024-08-01;Romania;M;Rowing;Men's Double Sculls;TEAM;/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------;ROWMSCULL2--ROU01;ROU;Romania;Romania
257;Silver Medal;2.0;2024-08-01;Netherlands;M;Rowing;Men's Double Sculls;TEAM;/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------;ROWMSCULL2--NED01;NED;Netherlands;Netherlands
258;Bronze Medal;3.0;2024-08-01;Ireland;M;Rowing;Men's Double Sculls;TEAM;/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------;ROWMSCULL2--IRL01;IRL;Ireland;Ireland
259;Gold Medal;1.0;2024-08-01;United States;M;Rowing;Men's Four;TEAM;/en/paris-2024/results/rowing/men-s-four/fnl---------;ROWMNOCOX4--USA01;USA;United States;United States of America
260;Silver Medal;2.0;2024-08-01;New Zealand;M;Rowing;Men's Four;TEAM;/en/paris-2024/results/rowing/men-s-four/fnl---------;ROWMNOCOX4--NZL01;NZL;New Zealand;New Zealand
261;Bronze Medal;3.0;2024-08-01;Great Britain;M;Rowing;Men's Four;TEAM;/en/paris-2024/results/rowing/men-s-four/fnl---------;ROWMNOCOX4--GBR01;GBR;Great Britain;Great Britain
262;Gold Medal;1.0;2024-08-01;New Zealand;W;Rowing;Women's Double Sculls;TEAM;/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;ROWWSCULL2--NZL01;NZL;New Zealand;New Zealand
263;Silver Medal;2.0;2024-08-01;Romania;W;Rowing;Women's Double Sculls;TEAM;/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;ROWWSCULL2--ROU01;ROU;Romania;Romania
264;Bronze Medal;3.0;2024-08-01;Great Britain;W;Rowing;Women's Double Sculls;TEAM;/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;ROWWSCULL2--GBR01;GBR;Great Britain;Great Britain
265;Gold Medal;1.0;2024-08-01;Netherlands;W;Rowing;Women's Four;TEAM;/en/paris-2024/results/rowing/women-s-four/fnl---------;ROWWNOCOX4--NED01;NED;Netherlands;Netherlands
266;Silver Medal;2.0;2024-08-01;Great Britain;W;Rowing;Women's Four;TEAM;/en/paris-2024/results/rowing/women-s-four/fnl---------;ROWWNOCOX4--GBR01;GBR;Great Britain;Great Britain
267;Bronze Medal;3.0;2024-08-01;New Zealand;W;Rowing;Women's Four;TEAM;/en/paris-2024/results/rowing/women-s-four/fnl---------;ROWWNOCOX4--NZL01;NZL;New Zealand;New Zealand
268;Gold Medal;1.0;2024-08-01;LIU Yukun;M;Shooting;50m Rifle 3 Positions Men;ATH;/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--;1913922;CHN;China;People's Republic of China
269;Silver Medal;2.0;2024-08-01;Serhiy KULISH;M;Shooting;50m Rifle 3 Positions Men;ATH;/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--;1555976;UKR;Ukraine;Ukraine
270;Bronze Medal;3.0;2024-08-01;Swapnil KUSALE;M;Shooting;50m Rifle 3 Positions Men;ATH;/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--;1538084;IND;India;India
271;Gold Medal;1.0;2024-08-01;Hubert KOS;M;Swimming;Men's 200m Backstroke;ATH;/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;1904977;HUN;Hungary;Hungary
272;Silver Medal;2.0;2024-08-01;Apostolos CHRISTOU;M;Swimming;Men's 200m Backstroke;ATH;/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;1954557;GRE;Greece;Greece
273;Bronze Medal;3.0;2024-08-01;Roman MITYUKOV;M;Swimming;Men's 200m Backstroke;ATH;/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;1977754;SUI;Switzerland;Switzerland
274;Gold Medal;1.0;2024-08-01;Kate DOUGLASS;W;Swimming;Women's 200m Breaststroke;ATH;/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--;1935895;USA;United States;United States of America
275;Silver Medal;2.0;2024-08-01;Tatjana SMITH;W;Swimming;Women's 200m Breaststroke;ATH;/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--;1962589;RSA;South Africa;South Africa
276;Bronze Medal;3.0;2024-08-01;Tes SCHOUTEN;W;Swimming;Women's 200m Breaststroke;ATH;/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--;1972525;NED;Netherlands;Netherlands
277;Gold Medal;1.0;2024-08-01;Summer McINTOSH;W;Swimming;Women's 200m Butterfly;ATH;/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;1967140;CAN;Canada;Canada
278;Silver Medal;2.0;2024-08-01;Regan SMITH;W;Swimming;Women's 200m Butterfly;ATH;/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;1935984;USA;United States;United States of America
279;Bronze Medal;3.0;2024-08-01;ZHANG Yufei;W;Swimming;Women's 200m Butterfly;ATH;/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;1945125;CHN;China;People's Republic of China
280;Gold Medal;1.0;2024-08-01;Australia;W;Swimming;Women's 4 x 200m Freestyle Relay;TEAM;/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;SWMW4X200MFRAUS01;AUS;Australia;Australia
281;Silver Medal;2.0;2024-08-01;United States;W;Swimming;Women's 4 x 200m Freestyle Relay;TEAM;/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;SWMW4X200MFRUSA01;USA;United States;United States of America
282;Bronze Medal;3.0;2024-08-01;China;W;Swimming;Women's 4 x 200m Freestyle Relay;TEAM;/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;SWMW4X200MFRCHN01;CHN;China;People's Republic of China
283;Gold Medal;1.0;2024-08-02;Korea;X;Archery;Mixed Team;HTEAM;/en/paris-2024/results/archery/mixed-team/fnl-000100--;ARCXTEAM2---KOR01;KOR;Korea;Republic of Korea
284;Silver Medal;2.0;2024-08-02;Germany;X;Archery;Mixed Team;HTEAM;/en/paris-2024/results/archery/mixed-team/fnl-000100--;ARCXTEAM2---GER01;GER;Germany;Germany
285;Bronze Medal;3.0;2024-08-02;United States;X;Archery;Mixed Team;HTEAM;/en/paris-2024/results/archery/mixed-team/fnl-000200--;ARCXTEAM2---USA01;USA;United States;United States of America
286;Gold Medal;1.0;2024-08-02;Joshua CHEPTEGEI;M;Athletics;Men's 10,000m;ATH;/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--;1970827;UGA;Uganda;Uganda
287;Silver Medal;2.0;2024-08-02;Berihu AREGAWI;M;Athletics;Men's 10,000m;ATH;/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--;1536998;ETH;Ethiopia;Ethiopia
288;Bronze Medal;3.0;2024-08-02;Grant FISHER;M;Athletics;Men's 10,000m;ATH;/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--;1960959;USA;United States;United States of America
289;Gold Medal;1.0;2024-08-02;ZHENG/HUANG;X;Badminton;Mixed Doubles;HCOUP;/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--;BDMXDOUBLES-CHN02;CHN;China;People's Republic of China
